title,media
He’s Not ‘Mayor Pete’ Anymore: Buttigieg’s Successor Is Sworn In,"Pete Buttigieg rose to prominence, and viability as a presidential candidate, as the mayor of South Bend, Ind. Now that tenure has ended."
Buttigieg releases 4 early-state ads -- with 4 distinct messages,"Democratic presidential candidate Pete Buttigieg will begin airing four distinct ads in the early-nominating states on Tuesday, tailoring a message ranging from ..."
What is Pete Buttigieg’s legacy as mayor of South Bend?,"On Jan. 1, Pete Buttigieg's second term ended, and the “Mayor Pete” era in South Bend was over. In the Democratic presidential candidate's telling, he presided ..."
Pete Buttigieg picks up the pace in Iowa as impeachment keeps others away,Pete Buttigieg had Iowa all to himself on Thursday. He responded by hitting the gas.
Why Pete Buttigieg Has Made Religion Central to His Campaign,"The former mayor is not only trying to bridge ground within the Democratic Party, he's also making a direct appeal to disaffected conservatives who cannot ..."
Pete Buttigieg and the One Percent,"At an annual charity fund-raiser in October, Anna Wintour, the editor of Vogue, shared a table with the designer Michael Kors and Pete Buttigieg, then the mayor ..."
Q&A: Mayor Pete Buttigieg on life after Trump,"On a recent visit to Los Angeles, former South Bend, Ind., Mayor Pete Buttigieg sat down with the Los Angeles Times editorial board to talk about polarized ..."
Pete Buttigieg touts his military service as tension with Iran simmers,Pete Buttigieg is closing out his campaign here in Iowa by highlighting something that separates him from the rivals he will debate on Tuesday: his military ...
Pete Buttigieg Once Led in Iowa. Can He Get His Groove Back?,"BURLINGTON, Iowa — With less than two weeks to go, Pete Buttigieg has a strategy to make up lost ground before the Iowa caucuses, one with echoes of the ..."
Pete Buttigieg remains optimistic as Iowans gear up to caucus in 10 days,"Pete Buttigieg has focused the majority of his campaign at succeeding in Iowa and the 2020 hopeful says he remains ""optimistic"" as the caucus nears."
"Here's What Pete Buttigieg Is Saying in Iowa, and Why",We analyzed the stump speeches that six Democratic presidential candidates gave in Iowa in the final weeks before the caucuses. Here's a breakdown of Mr.
Buttigieg's operation in Nevada is ready. Will it matter in 2020?,Pete Buttigieg has built a stout operation in Nevada.
Mayor Pete: Portrait of the B.S. Artist as a Young Man,"So, this is a big weekend for Mayor Pete Buttigieg: He turns 38 on Sunday. Buttigieg is still 17 months younger than Macaulay Culkin of “Home Alone” fame, ..."
Buttigieg decision on police chief shadows presidential run,"It was March 2012, and the 30-year-old mayor of South Bend, Indiana, had just decided to replace the city's first African American police chief over complaints ..."
Pete Buttigieg now attending South Carolina MLK Day events after criticism from Democrats,"Presidential candidate Pete Buttigieg will now attend Martin Luther King Day celebrations in Columbia, South Carolina, on Monday after facing pressure from ..."
Buttigieg cautions against going to 'extreme' on issues,"Democratic presidential candidate Pete Buttigieg defends his campaign's moderate approach to polarizing political issues, and cautions against 'going to the ..."
Buttigieg dodges question on if Soleimani killing was an 'assassination',"Washington (CNN) Pete Buttigieg on Sunday was reluctant to characterize the US drone strike that killed a top Iranian military leader as an ""assassination"" ..."
Pete Buttigieg Races To The Finish In Iowa With Most Competitors Stuck In Washington,"The presidential candidate and former South Bend, Indiana, mayor barnstormed Iowa on Wednesday — holding five town hall meetings in a single day."
"In Denver, Pete Buttigieg calls for action on climate change and gun violence: “This can’t wait four years”","Presidential hopeful Pete Buttigieg said Wednesday in Denver that the scale of the country's challenges surrounding gun violence, climate change and ..."
Pete Buttigieg’s Campaign Cybersecurity Chief Resigns,"The cybersecurity chief for Pete Buttigieg's campaign has resigned, amid warnings from intelligence officials and cybersecurity experts that presidential ..."
'The red wall is cracking': Buttigieg gets ovation after expecting protests,His campaign feared hostility in Iowa's most conservative county. But the local response told a different story.
‘You Can’t Fake Those Kind of Skills’: Pete Buttigieg’s Charisma Test,The millennial former mayor of a midsize city has far surpassed expectations in the 2020 race. He doesn't get fired up. Can he fire up people in Iowa?
