title,media
Here's How Much Pete Buttigieg Is Worth,"Mayor Pete is a financially comfortable Midwesterner, but one of the least wealthy 2020 presidential hopefuls."
The Buttigieg Illusion,"The elite media fell in love with Buttigieg, not just because he's genuinely talented, but because he's the type of candidate it always falls in love with."
A New Test for Pete Buttigieg: Does He Feel Their Pain?,"Mr. Buttigieg is a technocrat trained in performance management. But his response to a fatal police shooting in South Bend, Ind., has raised questions about his ..."
Pete Buttigieg seizes on top-tier status with 2nd-quarter fundraising blitz,"Atlanta (CNN) When Pete Buttigieg got into the 2020 presidential race, his campaign was unknown, underfunded and hungry for any level of validation."
Pete Buttigieg bluntly takes responsibility for South Bend police tensions: 'I couldn't get it done',"""It's a mess,"" South Bend, Indiana, Mayor Pete Buttigieg said during Thursday's second Democratic debate of the fallout of the police shooting of a black man."
'I don't see why not': Pete Buttigieg on having kids with husband in White House,"The Democratic presidential candidate Pete Buttigieg wants to start a family with his husband, Chasten, and says that could happen if he makes it to the White ..."
Pete Buttigieg details 5 clear proposals in foreign policy speech,"At Indiana University, Mayor Pete Buttigieg outlined what he'd do about climate change, Israel, Iran, and the AUMF."
"Pete Buttigieg's policies, more to know about him before the Democratic debate",South Bend Mayor Pete Buttigieg will try to stand out from a crowded field when he and nine other Democratic 2020 presidential candidates take the debate ...
18 Questions With Pete Buttigieg,"A 37-year-old military veteran and mayor of South Bend, Ind., Mr. Buttigieg has gained attention for his uber-progressive stances on some policies like ..."
Pete Buttigieg raised staggering $7 million in April alone,"Pete Buttigieg's campaign jolted its top donors with big news on a conference call last month: The upstart mayor had raised $7 million in the month of April alone, ..."
Democratic presidential candidate Pete Buttigieg hires 30 more Iowa staffers,"Democratic presidential candidate Pete Buttigieg has hired 30 additional staffers in Iowa, the latest sign the South Bend, Indiana, mayor is building up his ..."
Pete Buttigieg says being gay is 'not the only thing that defines me',"Pete Buttigieg, who would be the first openly gay president if elected, has signaled he's trying to appeal to people concerned about a swath of issues."
Buttigieg: So many Democrats running for president 'we might as well carpool',"Washington (CNN) South Bend, Indiana, Mayor Pete Buttigieg said on Saturday that there were so many Democrats in the race, they ""might as well carpool.""."
Police shooting disrupts Mayor Pete Buttigieg's 2020 campaign,"Democratic presidential candidate and mayor of South Bend, Indiana, Pete Buttigieg is under scrutiny for his handling of a police shooting at home. Sunday's ..."
Pete Buttigieg tries to diversify his campaign’s support by visiting Fresno,"Presidential candidate Pete Buttigieg may be an early breakout star, but many of his supporters are white liberals. He tried to broaden his base by visiting Fresno ..."
Pete Buttigieg says he’d keep the US embassy in Israel in Jerusalem,"President Donald Trump moved America's embassy in Israel to Jerusalem last year, a controversial decision that has fueled Democrats' skepticism of the Trump ..."
The trips to war zones that Pete Buttigieg rarely talks about,Presidential hopeful Pete Buttigieg doesn't talk much about his trips to Afghanistan and Iraq when he worked for a worldwide consulting firm McKinsey.
How Pete Buttigieg and Elizabeth Warren Cracked the Code of the 2020 Race,"In a field of 23 Democrats, Mr. Buttigieg and Ms. Warren have mastered creating moments for social media and dominating cable news coverage."
Inside Pete Buttigieg's plan to overhaul the Supreme Court,"As Democrats agonize over new abortion restrictions, Pete Buttigieg is putting Supreme Court reform front and center in his presidential campaign."
Buttigieg addresses South Bend officer-involved shooting,"Mayor Pete Buttigieg fields a question during the NBC Democratic 2020 presidential debate on an officer-involved shooting in South Bend, Indiana."
Buttigieg slams Republicans for their use of religion,"Mayor Pete Buttigieg, who has spoken openly about his Christian faith, criticized Republicans for ""cloaking"" their party with religious language while supporting ..."
